Transaction_ID,Transaction_Date,Credit_Card_ID,Transaction_Value,Transaction_Segment
CTID86126705,24-Sep-16,2342-6589-6557-6739,37238,SEG21
CTID94206363,30-Mar-16,6321-2048-7733-8765,2882,SEG13
CTID94296464,22-Mar-16,8725-3610-8060-2617,31918,SEG17
CTID87385743,14-Jul-16,3594-2190-6052-1265,42452,SEG18
CTID61015975,13-Oct-16,6691-5105-1556-4131,12179,SEG17
CTID80594402,20-Sep-16,7430-6895-6227-4665,18050,SEG18
CTID97113884,5-Jul-16,2056-7091-8023-1914,2721,SEG18
CTID54129178,12-Jul-16,4959-5036-1379-1303,648,SEG24
CTID15954148,22-Jan-16,3697-6001-4909-5350,21107,SEG24
CTID64665566,30-May-16,1559-8764-1659-4317,14530,SEG12
CTID17970093,10-Nov-16,3525-9763-6876-7431,738,SEG11
CTID85458694,25-Dec-16,9304-8255-4381-2028,13679,SEG24
CTID29167700,19-Aug-16,5092-6820-3830-6560,598,SEG16
CTID24908052,14-May-16,1652-7516-1273-1992,13381,SEG18
CTID98487808,2-Sep-16,3748-8048-5227-8162,48262,SEG14
CTID68985635,8-Dec-16,4933-8895-6001-8577,35524,SEG24
CTID42073191,9-Aug-16,4783-2852-8264-4966,14049,SEG19
CTID50107247,15-Jul-16,9873-6894-5872-1884,35069,SEG11
CTID72108201,4-Mar-16,2595-8621-2855-9119,39478,SEG16
CTID75074412,22-Nov-16,1629-9566-3285-2123,14412,SEG12
CTID73610477,5-Sep-16,5984-2442-3351-3695,15329,SEG15
CTID74451780,5-Aug-16,9604-6821-2861-8084,39400,SEG14
CTID64403552,27-Jul-16,5689-2440-9593-1931,22887,SEG18
CTID30888173,27-Mar-16,1123-9777-7335-9167,3191,SEG11
CTID49432442,13-Apr-16,3313-4024-5109-8235,18358,SEG12
CTID31600938,31-Mar-16,5574-7647-1844-5316,38276,SEG23
CTID43203700,8-Feb-16,5936-1967-4966-6077,46770,SEG16
CTID40383071,22-Jan-16,6148-9835-7115-4405,27191,SEG25
CTID66259437,17-Apr-16,5563-4162-6828-9835,2983,SEG12
CTID69275517,8-Feb-16,8870-2780-7399-5151,20919,SEG22
CTID14407303,7-Aug-16,5088-4839-2639-6414,34271,SEG17
CTID27515881,8-Oct-16,3001-2844-6540-3608,41549,SEG21
CTID48824878,27-May-16,3134-9713-5764-8285,28358,SEG19
CTID57079440,5-Sep-16,4803-9564-9708-3189,18262,SEG11
CTID46164873,5-Oct-16,3544-7836-9589-7635,30497,SEG19
CTID43813530,9-Jun-16,4144-3271-6301-9342,35952,SEG18
CTID25330760,3-Aug-16,8839-9467-3960-3997,25921,SEG18
CTID86971821,25-Jan-16,8135-1903-7706-2260,49487,SEG16
CTID98722314,5-Jun-16,3467-4873-4196-4795,36505,SEG14
CTID98708256,27-Jan-16,4037-7862-8119-1361,11920,SEG11
CTID24662309,7-Jun-16,3114-9778-2542-3154,1613,SEG24
CTID65379470,29-Jul-16,7708-8807-7837-8812,34244,SEG16
CTID60667456,13-Dec-16,6315-7338-3105-9947,46573,SEG21
CTID98719482,1-Mar-16,5563-4162-6828-9835,20413,SEG17
CTID39739902,6-Mar-16,1846-7945-5251-4091,11471,SEG17
CTID58623585,22-Mar-16,2893-7786-7528-2338,9178,SEG12
CTID76430163,18-Jan-16,1661-3809-5334-2155,7154,SEG11
CTID51305718,10-Sep-16,6197-7150-9163-8287,20750,SEG24
CTID68738922,9-Jul-16,2388-1652-4326-6035,5103,SEG16
CTID42506253,23-Nov-16,7863-1291-5335-8126,7144,SEG19
CTID98547298,14-Apr-16,7212-8665-7734-5918,6327,SEG21
CTID69380827,30-May-16,4138-5166-7490-1188,34432,SEG19
CTID30874483,6-Aug-16,7658-7645-4568-1461,44267,SEG18
CTID23293570,20-Aug-16,9999-3058-2698-4238,37226,SEG13
CTID98251915,12-Jul-16,8228-6661-8736-2838,38303,SEG23
CTID94474702,18-May-16,1765-4019-5141-9230,3415,SEG18
CTID52451276,18-Apr-16,3323-8332-7133-7008,47270,SEG21
CTID52456763,7-Feb-16,5206-5979-9383-4538,16219,SEG15
CTID62594893,14-Jul-16,4708-4407-9601-6022,8918,SEG14
CTID53976622,8-Mar-16,9376-8684-9599-2988,38944,SEG12
CTID22179691,27-Jul-16,3158-1638-7701-9309,14191,SEG20
CTID72967527,4-May-16,7815-7711-6866-1320,35930,SEG23
CTID49379837,20-Oct-16,8976-7958-2694-8171,36009,SEG13
CTID71274727,27-Jan-16,7047-9622-9693-9968,14413,SEG23
CTID76934469,29-Aug-16,9027-9319-4091-7718,32259,SEG16
CTID29041800,1-Sep-16,6492-5655-8241-3530,35925,SEG21
CTID74672042,16-Aug-16,5533-2042-7236-9790,46942,SEG13
CTID48761836,14-Mar-16,7908-8365-2086-2481,5618,SEG22
CTID63430202,15-Nov-16,5778-9566-9086-7555,13065,SEG12
CTID43992923,29-Aug-16,5786-2204-6101-1373,10338,SEG20
CTID79353918,25-Jan-16,8341-5263-4582-7396,4960,SEG11
CTID84385385,28-May-16,1947-8327-3848-6581,33464,SEG21
CTID24755352,6-Jul-16,5563-4162-6828-9835,38571,SEG14
CTID21385150,10-Jul-16,4818-7275-3513-3939,43133,SEG13
CTID40449110,4-Feb-16,3525-9763-6876-7431,39407,SEG11
CTID82452545,1-Sep-16,5316-4617-7300-3260,694,SEG11
CTID12633335,5-Nov-16,1466-1600-9312-7604,39274,SEG25
CTID88073628,26-Jul-16,1556-5778-6667-4345,6375,SEG13
CTID46067968,24-Feb-16,6001-5945-4665-4926,616,SEG14
CTID44254785,4-Jul-16,1410-9622-6092-3445,15843,SEG17
CTID87081000,27-Jan-16,9207-1270-6690-4905,8528,SEG20
CTID90577655,28-Jul-16,5540-8588-7666-7798,397,SEG19
CTID15601627,19-Jun-16,5563-4162-6828-9835,39390,SEG25
CTID22540798,24-Jul-16,9030-1667-6058-6173,14468,SEG23
CTID80198219,12-Nov-16,7504-5906-9389-8905,11547,SEG21
CTID21966696,18-Dec-16,6770-4547-6958-5035,6121,SEG22
CTID81290228,6-Apr-16,9961-2869-2603-3317,1010,SEG11
CTID41571479,4-Nov-16,2357-9896-6403-5970,20376,SEG23
CTID90132302,4-Oct-16,6557-2662-6932-6028,2493,SEG19
CTID83650592,12-Oct-16,8069-5321-4131-7493,9488,SEG16
CTID28188754,1-Aug-16,4265-2692-1676-5635,9462,SEG15
CTID74004842,3-May-16,9207-1270-6690-4905,15360,SEG15
CTID53994463,22-Jul-16,1893-8853-9900-8478,29042,SEG16
CTID26119079,7-Aug-16,7362-1637-8977-1963,12037,SEG13
CTID76092747,19-Mar-16,1546-9786-8388-4937,1751,SEG15
CTID37067854,4-Dec-16,7665-2468-6158-3511,28989,SEG21
CTID28222571,12-Nov-16,4093-1634-8086-4601,13234,SEG23
CTID55937982,27-Nov-16,4341-6411-1439-6094,24793,SEG18
CTID80882895,2-Nov-16,1947-8602-1695-7503,36787,SEG25
CTID87120917,25-Mar-16,8757-6814-8721-3839,44050,SEG11
CTID64199509,23-Aug-16,6319-3749-2944-6015,46081,SEG25
CTID98607696,26-Jun-16,8078-7413-3861-2246,40021,SEG22
CTID71091579,31-May-16,8002-6041-9878-5658,49816,SEG11
CTID61808029,12-Jun-16,2201-1387-2319-6874,25763,SEG14
CTID54452966,10-Feb-16,9162-3465-6654-4891,3186,SEG17
CTID83999487,8-Jan-16,2868-5606-5152-5706,30951,SEG25
CTID70916160,7-Aug-16,5092-6820-3830-6560,46998,SEG21
CTID12952473,10-Mar-16,2649-6876-7496-4123,15281,SEG25
CTID53104918,1-Apr-16,6197-7150-9163-8287,39597,SEG25
CTID63227065,20-Sep-16,1464-1118-5953-6424,34520,SEG11
CTID71307762,19-Feb-16,8870-2780-7399-5151,24582,SEG12
CTID14668942,21-Feb-16,5251-7364-6702-5590,37963,SEG22
CTID75353938,20-Apr-16,6557-2662-6932-6028,5603,SEG17
CTID82900267,23-Jul-16,4646-8260-8197-7078,40370,SEG11
CTID88199215,29-Mar-16,5447-4124-3337-6163,36359,SEG24
CTID85591425,29-Oct-16,6071-3874-2856-8755,2675,SEG20
CTID74085682,14-Oct-16,5254-4916-6547-4795,24578,SEG18
CTID67158648,9-Nov-16,2992-8127-2278-9771,726,SEG15
CTID22055626,5-Apr-16,4679-8417-8700-1213,30801,SEG21
CTID39497884,1-Jun-16,5689-2440-9593-1931,31303,SEG22
CTID53255619,13-Feb-16,3140-6494-9869-5893,46775,SEG22
CTID53117338,24-Sep-16,4046-1968-8375-3680,5999,SEG19
CTID68164377,22-Jan-16,7966-2894-6066-2530,6344,SEG19
CTID12374261,19-Feb-16,6699-2639-4522-6219,6861,SEG19
CTID30875721,15-Dec-16,6197-7150-9163-8287,35919,SEG12
CTID59308916,28-May-16,1259-5241-3561-1773,15908,SEG25
CTID75579117,12-Feb-16,9132-7052-6630-5540,24168,SEG16
CTID26044002,3-Apr-16,5384-8278-5616-5502,11501,SEG25
CTID56635423,9-Jun-16,7708-8807-7837-8812,23881,SEG11
CTID90452760,5-Sep-16,3698-9867-4865-5497,10135,SEG16
CTID83729041,16-Jun-16,8002-6041-9878-5658,11294,SEG25
CTID88266695,19-Oct-16,1235-8656-9164-2644,47194,SEG12
CTID91358156,27-Mar-16,7199-4140-9327-8875,28586,SEG16
CTID73051295,15-Jul-16,6429-7684-3108-1910,12987,SEG25
CTID30832403,21-Jan-16,2517-1247-3682-9050,41686,SEG13
CTID19935739,9-Apr-16,9322-7578-8781-2684,27106,SEG13
CTID13201132,5-Jul-16,4138-5166-7490-1188,42046,SEG15
CTID52999787,18-Nov-16,3440-3330-5015-4988,37432,SEG23
CTID79439154,12-Apr-16,1661-3809-5334-2155,22545,SEG21
CTID91184963,2-Dec-16,9779-2601-5260-2896,2569,SEG14
CTID50107710,5-Oct-16,9356-9491-6534-8313,31427,SEG17
CTID28504012,26-Jan-16,5564-7149-9280-5472,35802,SEG14
CTID16445818,16-Jul-16,5002-6349-2806-2942,16766,SEG14
CTID87813048,17-Dec-16,4784-5120-3581-6184,48458,SEG13
CTID94691073,29-Dec-16,3313-4024-5109-8235,30356,SEG23
CTID99962603,13-Feb-16,8518-4517-6409-6976,33999,SEG21
CTID54014357,23-Mar-16,8305-2272-4553-4911,17756,SEG21
CTID59952576,23-Mar-16,9162-3465-6654-4891,32519,SEG17
CTID36889832,24-Jul-16,6045-2636-8278-8875,37806,SEG19
CTID76260397,25-Nov-16,2264-2870-6785-2725,45052,SEG22
CTID99976113,30-Jul-16,1683-2865-3396-4925,35499,SEG18
CTID84866115,3-Sep-16,8069-5321-4131-7493,36905,SEG20
CTID77988518,19-Apr-16,8321-8463-7644-8934,14273,SEG24
CTID64242786,19-Jan-16,1947-8327-3848-6581,25339,SEG13
CTID52780138,25-Jun-16,7504-5906-9389-8905,47216,SEG22
CTID98337956,17-Nov-16,5580-3409-5276-9882,48507,SEG18
CTID73015826,20-Apr-16,3114-9778-2542-3154,32708,SEG24
CTID64272656,27-Dec-16,7416-4529-6690-5703,27488,SEG13
CTID16572593,27-Aug-16,1782-8675-4061-3666,17714,SEG16
CTID27781519,3-Dec-16,9356-9491-6534-8313,6354,SEG23
CTID18374944,20-Oct-16,5447-4124-3337-6163,14175,SEG15
CTID96661161,11-Nov-16,4314-6417-5269-5130,31467,SEG21
CTID76169374,25-Aug-16,9074-3311-4009-9836,24647,SEG20
CTID37685158,7-Feb-16,3170-4662-9297-6384,10940,SEG20
CTID46751185,28-May-16,2422-2354-4628-4556,45090,SEG13
CTID50211206,7-Apr-16,5592-8244-5701-5100,14790,SEG15
CTID56844062,26-Jun-16,8115-7743-6213-9284,20950,SEG22
CTID81451540,19-May-16,9558-5469-2562-5608,14370,SEG24
CTID69782227,14-Jun-16,8272-7202-4112-6502,38340,SEG21
CTID67585448,27-Jun-16,5592-8244-5701-5100,24694,SEG12
CTID51336470,4-Apr-16,5734-5619-8469-4044,34446,SEG17
CTID24627342,15-Dec-16,4138-5166-7490-1188,26035,SEG18
CTID80189304,15-Jul-16,5583-9751-6086-5673,4401,SEG24
CTID75379183,10-Nov-16,9604-6821-2861-8084,4532,SEG12
CTID71845966,20-Jan-16,4783-2852-8264-4966,30276,SEG15
CTID65662417,1-Jan-16,9207-1270-6690-4905,26222,SEG12
CTID26968977,31-May-16,3134-9713-5764-8285,21534,SEG21
CTID79757260,7-Dec-16,2056-7091-8023-1914,28916,SEG14
CTID25578012,8-May-16,8638-5407-3631-8196,27595,SEG24
CTID72869535,25-Jun-16,8228-6661-8736-2838,37539,SEG16
CTID74026936,3-Aug-16,2724-3903-7331-7820,28015,SEG23
CTID78546412,6-Nov-16,2944-6929-3608-9991,49163,SEG14
CTID67947376,17-Jul-16,4708-4407-9601-6022,28166,SEG20
CTID67159958,30-Jul-16,8507-1459-7315-8148,26878,SEG14
CTID65412089,29-Sep-16,9304-8255-4381-2028,46299,SEG12
CTID50340448,12-Feb-16,1187-8674-2708-3972,37851,SEG25
CTID20333618,24-Nov-16,7837-4036-5999-1672,49930,SEG25
CTID51535336,18-Aug-16,8793-4049-9771-8176,2602,SEG17
CTID47744409,23-Jul-16,8078-7413-3861-2246,1821,SEG13
CTID54690065,26-Feb-16,5010-4875-7956-3628,46212,SEG13
CTID94359080,12-May-16,9842-5558-3255-3410,36058,SEG16
CTID46217319,18-Mar-16,4856-2191-9879-6388,47211,SEG11
CTID62642093,25-Dec-16,6893-1438-6516-3207,5790,SEG14
CTID46398781,18-May-16,5574-7647-1844-5316,35873,SEG24
CTID77380129,15-Jun-16,1693-2036-4352-9386,35107,SEG19
CTID49940044,8-Jan-16,1556-5778-6667-4345,19034,SEG13
CTID72044435,19-May-16,3914-1379-8974-9157,27362,SEG12
CTID53035682,10-Jul-16,4375-1627-3683-5900,589,SEG25
CTID55983250,23-Nov-16,7863-1291-5335-8126,13249,SEG20
CTID13253634,18-Jun-16,4314-6417-5269-5130,33040,SEG24
CTID70537298,4-Dec-16,7377-5503-9688-7953,35919,SEG23
CTID83975814,3-Nov-16,2219-4852-5937-6242,40438,SEG14
CTID26365083,3-Jun-16,6399-9536-6027-1857,27804,SEG15
CTID78333597,5-Jan-16,4138-5166-7490-1188,27216,SEG20
CTID50321462,2-Aug-16,2388-1652-4326-6035,22262,SEG12
CTID33803163,24-Oct-16,9873-6894-5872-1884,1895,SEG15
CTID64506245,21-Jul-16,3226-1711-7076-2949,31479,SEG24
CTID55291889,23-Oct-16,5674-3252-5805-3288,39147,SEG19
CTID69489448,4-Sep-16,2517-1247-3682-9050,7275,SEG17
CTID70482558,11-Nov-16,9930-4634-8565-6716,32755,SEG14
CTID76891084,8-Feb-16,7447-6644-5678-8061,23529,SEG11
CTID12058391,27-Dec-16,8069-5321-4131-7493,491,SEG23
CTID24103623,10-Apr-16,8231-5519-1948-3400,12164,SEG24
CTID63333794,7-Aug-16,3170-4662-9297-6384,41719,SEG12
CTID95113261,28-Feb-16,2517-1247-3682-9050,17025,SEG19
CTID38446990,5-Feb-16,6071-3874-2856-8755,48643,SEG25
CTID38653407,23-Jan-16,8836-7078-5752-6312,20381,SEG21
CTID53342593,19-Feb-16,3623-4506-7311-5151,1535,SEG17
CTID84189355,27-Dec-16,5962-5634-2696-2739,15890,SEG13
CTID32558369,13-Oct-16,3114-9778-2542-3154,38474,SEG18
CTID75664735,12-Aug-16,6148-9835-7115-4405,28098,SEG25
CTID51839725,9-Aug-16,8918-6235-3308-7862,43280,SEG22
CTID73909087,20-May-16,3461-8685-2115-2963,21850,SEG23
CTID32212420,22-Feb-16,6835-6133-8935-6988,1989,SEG24
CTID48577402,17-Oct-16,6835-6133-8935-6988,9178,SEG24
CTID65684661,4-Jan-16,8706-3809-5167-3899,16929,SEG11
CTID54175045,2-Feb-16,7377-5503-9688-7953,34964,SEG15
CTID84849578,25-Jul-16,5580-3409-5276-9882,15305,SEG19
CTID37916343,4-Mar-16,5254-4916-6547-4795,35249,SEG14
CTID24350229,7-Aug-16,6540-2862-2962-5109,42631,SEG17
CTID89829454,5-Feb-16,1909-6288-2284-5317,3174,SEG14
CTID25863659,5-Nov-16,9604-6821-2861-8084,9552,SEG18
CTID32072334,22-Feb-16,8361-7488-5303-1801,48368,SEG14
CTID46975703,16-Aug-16,5283-6135-5709-4452,21560,SEG23
CTID90925691,21-Apr-16,7168-9862-2659-8550,38888,SEG25
CTID33460606,28-Feb-16,5750-8229-8026-8893,3780,SEG20
CTID68385383,16-Dec-16,2017-7197-7814-9950,40980,SEG13
CTID85273394,1-Aug-16,7334-1842-5941-2149,10997,SEG16
CTID70707358,5-Dec-16,9604-6821-2861-8084,16918,SEG21
CTID96380239,8-Mar-16,7815-2405-2962-6053,18188,SEG15
CTID49866016,5-Sep-16,4203-1225-4528-2939,980,SEG23
CTID35143689,30-May-16,5574-7647-1844-5316,37482,SEG12
CTID28420696,11-Nov-16,3762-3694-9841-5446,12912,SEG20
CTID69318725,5-Sep-16,2517-1247-3682-9050,12391,SEG14
CTID61410833,17-Mar-16,8685-1513-4751-8018,16780,SEG14
CTID25510525,15-Apr-16,1893-8853-9900-8478,32798,SEG18
CTID65765498,30-Dec-16,9991-4727-7710-2269,25989,SEG11
CTID55713786,14-Feb-16,4349-5976-1214-5524,7577,SEG25
CTID76147348,1-Nov-16,6876-7378-4945-3251,7740,SEG20
CTID76575528,15-Aug-16,5786-2204-6101-1373,29504,SEG21
CTID41483544,8-Aug-16,5786-9833-8038-2159,11433,SEG20
CTID23403712,19-May-16,7377-5503-9688-7953,39573,SEG18
CTID81335115,13-Mar-16,2342-6589-6557-6739,19096,SEG12
CTID12938415,14-May-16,4843-3880-6792-2259,29810,SEG21
CTID25186530,13-Nov-16,5262-2954-4306-9001,41081,SEG21
CTID43626819,8-Jan-16,5936-1967-4966-6077,28065,SEG24
CTID34488287,4-Jul-16,1481-2536-2178-7547,41984,SEG13
CTID14010003,24-Apr-16,8408-7680-2338-9105,27189,SEG24
CTID27679525,20-Dec-16,4646-8260-8197-7078,17212,SEG13
CTID98533907,8-Jun-16,6994-7925-9044-3458,34269,SEG15
CTID94097859,15-May-16,1765-4019-5141-9230,23372,SEG11
CTID53206624,6-Oct-16,9873-6894-5872-1884,42693,SEG13
CTID92083890,13-Feb-16,1750-2387-4085-7042,5138,SEG19
CTID60697057,2-Aug-16,5695-2379-4433-2485,32221,SEG22
CTID38481962,1-Feb-16,8477-4051-5606-6540,8586,SEG17
CTID36527874,3-Apr-16,4646-8260-8197-7078,44466,SEG25
CTID17225894,2-May-16,6547-1222-2350-2503,23418,SEG16
CTID48568312,26-Aug-16,2349-2290-6329-3624,23763,SEG25
CTID77522751,18-Aug-16,4420-9925-9792-9113,3368,SEG19
CTID14697167,14-Feb-16,1350-6303-6190-5958,48882,SEG20
CTID37664405,26-Oct-16,9621-6787-7890-7470,2354,SEG14
CTID63190704,18-Aug-16,4354-1258-5178-5618,16719,SEG23
CTID67143236,15-Dec-16,5984-2442-3351-3695,7646,SEG22
CTID76317588,7-Jun-16,6574-5513-6101-1905,11062,SEG13
CTID90390435,22-May-16,8262-8743-6406-7105,19629,SEG15
CTID91122659,25-Dec-16,8850-8297-4094-3048,39476,SEG12
CTID58106913,17-Oct-16,6321-2048-7733-8765,41442,SEG13
CTID71912552,27-Mar-16,6835-6133-8935-6988,28686,SEG13
CTID91576672,19-Mar-16,4843-3880-6792-2259,47321,SEG16
CTID76481958,14-Jun-16,4341-6411-1439-6094,34006,SEG20
CTID58394604,6-Jan-16,6492-5655-8241-3530,38856,SEG21
CTID64578771,13-Dec-16,3380-5311-6073-9478,7292,SEG25
CTID63812311,24-Aug-16,5094-8484-5014-6152,19962,SEG11
CTID13670408,1-Jul-16,8408-7680-2338-9105,7393,SEG20
CTID46227012,8-Dec-16,2949-1972-1300-6680,49450,SEG22
CTID26199394,3-Feb-16,7224-9964-4793-3939,15135,SEG21
CTID45712311,13-Aug-16,3134-9713-5764-8285,25836,SEG13
CTID27569380,19-Apr-16,1716-8420-2111-4735,47172,SEG13
CTID25051834,5-Sep-16,7199-6959-4688-2302,41325,SEG14
CTID87049975,9-Dec-16,9074-3311-4009-9836,10859,SEG13
CTID72253636,25-Jan-16,7430-6895-6227-4665,8259,SEG21
CTID91919368,6-Sep-16,6540-2862-2962-5109,44931,SEG12
CTID84792637,25-Oct-16,2524-4184-5908-6750,19687,SEG20
CTID78340236,10-Sep-16,7326-9558-4788-5128,33815,SEG22
CTID67987825,17-Jan-16,7199-6959-4688-2302,31512,SEG13
CTID93507298,6-Oct-16,9302-6470-7735-6371,35657,SEG12
CTID48843476,24-Nov-16,4220-2591-3295-3300,3868,SEG15
CTID45264657,10-Dec-16,1992-1719-3506-9652,44367,SEG16
CTID90776035,30-Jul-16,8797-7761-7623-1806,30915,SEG17
CTID36524146,1-Jan-16,5991-4421-8476-3804,11667,SEG14
CTID76113087,6-Jun-16,7900-3001-7632-4005,7994,SEG14
CTID58440324,26-Nov-16,2517-1247-3682-9050,33403,SEG13
CTID32105328,17-Mar-16,2595-8621-2855-9119,31776,SEG19
CTID74750852,13-Feb-16,2046-1892-2379-9050,37637,SEG17
CTID92783944,3-Aug-16,7416-4529-6690-5703,46883,SEG19
CTID22510082,16-Sep-16,3323-8332-7133-7008,45192,SEG24
CTID20604357,4-Jan-16,6750-4821-2334-9977,36888,SEG16
CTID30058962,13-Mar-16,9842-5558-3255-3410,31276,SEG11
CTID30721161,5-Oct-16,2056-7091-8023-1914,39942,SEG20
CTID19831656,14-Dec-16,9753-7718-2196-1448,19175,SEG19
CTID87301962,29-Mar-16,1992-1719-3506-9652,7417,SEG24
CTID19922096,29-Dec-16,8467-5358-5569-3718,43204,SEG22
CTID19434611,13-Nov-16,1466-1600-9312-7604,2935,SEG12
CTID68758856,5-Feb-16,5206-5979-9383-4538,3472,SEG16
CTID71017382,10-Aug-16,7377-5503-9688-7953,33368,SEG16
CTID83387248,30-Jul-16,9721-7299-5635-3504,4891,SEG24
CTID60469634,18-May-16,6315-7338-3105-9947,36940,SEG11
CTID11615578,7-Jul-16,3440-3330-5015-4988,47311,SEG17
CTID18168524,16-May-16,6691-5105-1556-4131,19530,SEG21
CTID51353974,15-Sep-16,7725-3576-5626-3317,49619,SEG11
CTID13229357,19-Aug-16,5592-8244-5701-5100,11496,SEG19
CTID39988773,16-Apr-16,4856-2191-9879-6388,31965,SEG20
CTID88486231,20-Aug-16,7665-2468-6158-3511,30809,SEG11
CTID98871520,19-Apr-16,3362-7342-4639-8164,31348,SEG12
CTID73504546,7-Apr-16,3810-4783-2207-7703,4819,SEG16
CTID68228433,26-Oct-16,9540-8558-5897-5046,18338,SEG16
CTID15154930,31-Aug-16,2342-6589-6557-6739,33492,SEG12
CTID98855658,7-Oct-16,4587-3535-8224-4301,41784,SEG20
CTID25632146,25-Jul-16,1693-2036-4352-9386,34768,SEG11
CTID65122805,26-Feb-16,8528-6154-7390-5081,15902,SEG11
CTID99612894,14-Apr-16,7362-1637-8977-1963,39253,SEG19
CTID32032067,3-May-16,8950-6403-2080-8100,9361,SEG19
CTID79382368,20-Jun-16,7199-4140-9327-8875,49010,SEG21
CTID18095941,18-Dec-16,3467-3224-2464-5799,15717,SEG21
CTID43839694,28-Sep-16,6750-4821-2334-9977,16798,SEG12
CTID50352293,23-May-16,8214-9590-3044-1216,24499,SEG23
CTID32485123,25-Nov-16,1909-6288-2284-5317,28835,SEG23
CTID65048154,5-Mar-16,6540-2862-2962-5109,42043,SEG18
CTID68021665,30-Apr-16,4265-2692-1676-5635,18031,SEG22
CTID92172700,25-Sep-16,2949-1972-1300-6680,42378,SEG13
CTID89081053,29-Mar-16,2640-5294-8252-8817,26919,SEG11
CTID61667135,4-Nov-16,2447-6299-5016-4953,10082,SEG25
CTID44833623,25-Dec-16,9604-6821-2861-8084,17092,SEG11
CTID69623410,26-Apr-16,4933-8895-6001-8577,4830,SEG22
CTID33287779,10-Apr-16,4448-9587-7180-9589,37128,SEG25
CTID44670389,3-Nov-16,5786-2204-6101-1373,31391,SEG17
CTID58365640,12-Sep-16,3323-8332-7133-7008,43503,SEG12
CTID22298678,3-Jun-16,5962-5634-2696-2739,34076,SEG19
CTID63090201,15-Apr-16,2595-7800-1142-5225,35339,SEG25
CTID47871386,18-Jul-16,8341-5263-4582-7396,48242,SEG25
CTID34541237,2-Aug-16,3623-4506-7311-5151,14548,SEG14
CTID35425231,11-Feb-16,6272-7021-2748-1471,9801,SEG24
CTID35156065,10-Jun-16,5962-5634-2696-2739,31174,SEG20
CTID17907238,5-Oct-16,8486-4186-7122-3452,48170,SEG17
CTID21871870,22-Feb-16,2219-4852-5937-6242,23278,SEG16
CTID88032033,11-Jan-16,9843-6858-7863-1891,17883,SEG12
CTID41099123,8-Oct-16,8976-7958-2694-8171,40692,SEG11
CTID75275439,16-May-16,4959-5036-1379-1303,27347,SEG21
CTID80719462,18-Jan-16,4806-6889-9908-7496,3696,SEG17
CTID77456492,18-Jul-16,8361-7488-5303-1801,20655,SEG19
CTID44136345,30-Jun-16,7633-7985-2079-2990,196,SEG24
CTID23059198,2-May-16,4803-9564-9708-3189,9263,SEG13
CTID77091550,17-Sep-16,4294-8894-4829-7801,42044,SEG24
CTID73191368,6-Nov-16,5978-8449-1139-4565,44533,SEG17
CTID35563130,2-Jul-16,7586-6475-9618-3909,15276,SEG23
CTID39305413,16-Dec-16,7795-9930-1867-6279,14163,SEG17
CTID72233305,27-Mar-16,4420-9925-9792-9113,5146,SEG23
CTID92528361,4-Sep-16,2046-1892-2379-9050,29720,SEG23
CTID99146511,22-Feb-16,2711-5438-4449-9824,13174,SEG11
CTID20584616,16-Apr-16,5993-5660-3442-6277,20476,SEG11
CTID29630005,20-Aug-16,5864-4475-3659-1440,19879,SEG12
CTID12181524,6-Jul-16,8259-5688-7450-9931,31982,SEG18
CTID64622700,30-Jun-16,5805-3882-2982-9418,28182,SEG18
CTID23258877,11-May-16,4703-4800-3443-6825,8092,SEG12
CTID82376212,21-Nov-16,3623-4506-7311-5151,39656,SEG13
CTID11908509,1-Oct-16,5254-4916-6547-4795,17076,SEG24
CTID56244161,9-Dec-16,4375-1627-3683-5900,40731,SEG12
CTID86073159,21-Apr-16,9540-8558-5897-5046,22618,SEG19
CTID50331648,6-Jun-16,8481-9097-2828-9363,47589,SEG14
CTID28532412,30-Sep-16,3969-9181-6385-4422,47719,SEG16
CTID56479493,17-Apr-16,1519-5130-5810-8539,48034,SEG15
CTID95029274,13-Dec-16,4203-2936-4855-8802,34231,SEG25
CTID87152150,24-Dec-16,1449-4529-1480-3546,37698,SEG21
CTID12401596,11-Feb-16,3922-3698-6304-1975,24083,SEG22
CTID32773157,2-May-16,9458-1130-5333-6475,19435,SEG24
CTID75174510,17-Oct-16,7586-6475-9618-3909,16994,SEG13
CTID61644981,7-Sep-16,8228-6661-8736-2838,20006,SEG25
CTID91383887,14-Oct-16,6239-8641-8524-9441,49751,SEG17
CTID55558213,26-Oct-16,4661-5769-5059-2114,42025,SEG18
CTID96222808,26-Feb-16,3114-9778-2542-3154,20409,SEG12
CTID32788747,19-Sep-16,7290-4771-9163-1291,37127,SEG14
CTID32899512,25-Nov-16,5811-4353-3490-5513,42390,SEG21
CTID28520670,16-Sep-16,6025-2610-4001-6680,48543,SEG11
CTID95444033,14-Oct-16,3620-5235-2101-3391,19082,SEG12
CTID71072564,16-Apr-16,9369-6196-2597-1730,31692,SEG20
CTID61812031,7-Jul-16,5010-4875-7956-3628,42975,SEG17
CTID46953311,26-Sep-16,2264-2870-6785-2725,45233,SEG21
CTID80935610,12-May-16,8078-7413-3861-2246,32105,SEG11
CTID31918978,11-Jul-16,9302-6470-7735-6371,46559,SEG19
CTID89116257,4-Jun-16,2949-1972-1300-6680,15488,SEG22
